crop_type,soil_moisture,temperature,rainfall,humidity,irrigate
Cotton,19.51,16.41,183.51,80.14,1
Cotton,42.89,32.67,199.36,65.09,0
Rice,46.04,21.81,228.2,41.77,1
Cotton,15.35,35.91,56.52,77.68,0
Cotton,17.78,38.26,297.0,58.11,1
Cotton,34.52,15.82,259.03,84.65,0
Soybean,30.14,31.49,115.06,32.81,0
Wheat,24.13,33.28,139.66,54.67,1
Cotton,49.46,21.1,39.33,44.12,0
Wheat,37.26,31.84,12.69,77.23,1
Maize,13.23,24.21,50.61,79.65,0
Maize,45.5,15.82,37.27,55.01,0
Soybean,36.6,19.05,44.33,73.97,1
Soybean,19.21,34.98,96.3,51.06,0
Rice,19.65,20.17,265.47,39.83,0
Cotton,31.6,36.76,241.92,84.88,0
Soybean,38.17,22.09,69.88,74.64,0
Maize,47.12,22.96,156.43,85.54,0
Wheat,11.02,16.74,282.22,63.22,1
Maize,33.42,38.03,201.41,40.55,0
Rice,17.66,25.56,276.6,62.33,1
Wheat,38.1,31.68,189.89,55.59,1
Soybean,46.25,31.36,276.93,42.06,1
Maize,11.38,17.9,279.77,82.49,0
Maize,53.06,18.78,90.11,61.63,0
Cotton,10.11,26.19,35.28,41.2,0
Wheat,53.73,36.72,117.09,63.03,0
Maize,59.23,15.87,245.66,41.9,0
Rice,40.44,28.54,170.09,49.9,0
Cotton,45.9,29.41,243.17,43.43,0
Cotton,29.27,23.41,183.7,57.93,0
Rice,27.34,29.18,230.81,59.04,1
Cotton,31.0,23.02,197.57,60.88,1
Maize,51.05,35.05,132.8,54.81,0
Soybean,38.7,36.41,64.41,71.64,1
Maize,43.7,28.65,15.11,75.22,0
Maize,55.27,37.64,164.07,83.37,1
Rice,34.04,39.03,259.86,64.31,1
Soybean,47.7,37.3,294.82,67.0,1
Soybean,52.88,19.71,67.05,39.57,0
Wheat,14.48,28.39,265.41,62.62,1
Rice,40.0,29.83,209.47,88.39,1
Rice,51.3,26.66,72.27,70.13,0
Rice,12.26,38.98,272.71,33.85,0
Soybean,30.88,30.6,163.01,52.63,1
Soybean,50.33,36.53,219.51,83.4,1
Rice,23.93,27.96,248.85,30.93,1
Rice,41.06,26.96,153.84,57.05,1
Wheat,21.7,39.77,124.99,42.84,0
Rice,33.1,24.91,160.41,86.72,1
Rice,13.98,34.2,231.13,77.18,1
Rice,25.87,31.08,276.97,46.33,1
Rice,58.32,31.58,19.72,46.19,0
Cotton,43.74,20.2,204.8,86.09,1
Rice,27.32,26.27,10.8,41.85,0
Cotton,47.0,25.19,79.84,50.34,0
Soybean,25.48,19.09,73.76,85.71,1
Wheat,56.1,25.25,197.74,63.29,0
Rice,40.61,24.58,287.82,43.17,1
Maize,33.86,19.77,143.09,83.5,1
Wheat,56.48,17.3,173.35,62.87,1
Soybean,38.25,33.05,171.87,79.35,0
Rice,45.09,21.27,113.52,40.24,1
Maize,13.03,33.97,270.27,62.5,1
Maize,35.01,27.23,60.32,87.36,1
Wheat,26.57,25.98,86.84,49.11,1
Maize,27.22,32.3,126.55,60.99,0
Soybean,43.21,39.7,244.17,69.21,1
Soybean,59.63,29.23,270.22,84.51,1
Cotton,55.84,26.76,61.47,38.5,1
Rice,27.57,30.95,80.74,84.74,1
Rice,39.84,35.15,26.71,53.04,1
Maize,43.52,34.9,15.77,67.29,0
Cotton,26.47,19.25,230.08,59.95,1
Rice,46.04,30.57,262.55,35.41,1
Rice,24.32,15.34,21.18,89.19,1
Soybean,36.75,29.13,227.88,84.25,1
Wheat,58.53,27.47,200.97,55.96,1
Cotton,20.91,25.63,207.87,54.31,0
Rice,50.71,35.32,51.08,44.97,1
Maize,56.58,21.19,188.39,63.5,1
Cotton,48.74,38.04,78.5,83.74,0
Cotton,31.04,38.7,191.98,71.54,0
Soybean,32.27,25.09,74.08,34.5,0
Wheat,28.2,21.7,124.87,68.39,0
Wheat,22.87,24.42,238.81,87.53,1
Rice,49.16,35.86,235.73,39.73,0
Soybean,48.75,22.85,231.2,32.89,0
Rice,55.39,17.52,47.58,80.41,0
Rice,38.94,18.52,148.15,53.75,1
Maize,24.61,24.46,91.93,40.31,0
Wheat,17.67,35.89,161.36,69.85,1
Cotton,37.51,22.43,177.38,74.15,1
Maize,17.8,28.32,222.18,35.19,0
Wheat,10.61,26.13,94.87,41.35,0
Maize,22.75,35.5,46.17,49.41,1
Soybean,50.75,22.0,263.86,87.5,1
Soybean,19.53,20.36,140.36,64.64,1
Maize,23.68,35.38,111.44,76.28,0
Soybean,50.58,36.73,7.88,69.81,0
Rice,21.68,35.55,266.72,56.27,1
Cotton,40.18,17.66,161.35,66.13,1
Rice,40.53,21.12,207.43,44.67,1
Rice,31.71,20.83,107.28,32.38,0
Rice,24.85,21.48,271.5,69.8,1
Wheat,52.54,24.8,41.35,76.21,1
Rice,16.08,32.96,246.12,58.11,0
Wheat,41.01,31.52,100.89,54.62,0
Rice,45.26,15.94,13.9,32.24,1
Wheat,42.4,37.05,93.64,79.38,0
Cotton,34.51,39.34,140.27,52.04,0
Maize,38.85,17.46,223.17,83.97,1
Maize,44.48,32.29,16.41,64.7,1
Wheat,39.81,36.31,275.88,73.96,0
Cotton,41.73,19.67,143.35,52.36,1
Cotton,13.16,23.1,120.15,48.66,1
Soybean,45.24,20.74,66.58,64.51,0
Soybean,32.0,16.36,60.14,86.2,0
Wheat,37.73,30.73,168.27,56.73,1
Rice,12.99,38.78,42.29,75.08,0
Wheat,29.42,25.31,139.87,71.74,0
Wheat,18.02,22.65,1.19,34.3,1
Soybean,38.67,19.57,242.08,52.35,0
Wheat,23.73,28.08,146.22,66.48,0
Cotton,39.64,31.21,36.98,54.78,0
Rice,51.16,39.78,0.06,51.42,1
Rice,40.63,34.77,209.3,82.0,0
Maize,57.42,21.2,137.75,83.82,1
Rice,25.93,35.13,292.41,44.59,0
Cotton,37.04,23.94,146.14,84.64,1
Cotton,45.9,29.41,243.17,43.43,0
Rice,32.44,25.39,24.23,43.31,0
Rice,16.59,16.17,207.81,61.66,1
Cotton,43.02,16.15,30.65,64.46,1
Wheat,21.71,18.85,271.56,73.22,1
Rice,28.33,36.89,6.85,33.99,1
Rice,57.26,24.4,4.96,68.52,1
Wheat,37.26,31.84,12.69,77.23,1
Rice,46.32,33.15,4.53,82.64,1
Maize,45.4,28.79,41.71,41.32,1
Wheat,11.32,17.71,179.96,59.02,0
Rice,42.59,21.77,12.12,40.34,1
Cotton,22.47,25.74,20.23,75.9,0
Wheat,42.75,25.37,194.09,49.15,0
Wheat,47.62,30.92,26.06,37.57,1
Cotton,30.09,15.14,42.84,82.55,1
Wheat,15.95,36.23,111.01,31.0,1
Soybean,58.65,27.54,148.0,53.31,0
Soybean,19.08,29.39,101.63,69.07,0
Rice,29.14,26.74,68.71,50.02,0
Maize,45.57,38.96,9.0,36.01,1
Soybean,56.82,35.69,19.59,32.94,0
Cotton,34.52,31.76,125.24,80.82,1
Soybean,23.7,15.18,256.89,69.75,1
Wheat,32.25,19.21,75.54,41.93,1
Cotton,10.1,15.04,129.8,68.73,1
Soybean,11.88,15.36,22.12,53.59,1
Maize,38.2,25.95,73.17,70.88,1
Maize,51.58,15.59,144.54,73.6,1
Maize,38.52,23.12,142.64,60.74,0
Wheat,48.84,25.22,209.38,45.58,0
Rice,52.89,21.69,72.41,33.88,0
Rice,37.64,19.84,66.42,62.65,0
Rice,51.16,39.78,0.06,51.42,1
Wheat,13.41,35.34,34.91,32.71,0
Cotton,52.14,31.26,37.54,83.02,0
Maize,50.45,34.22,10.72,78.99,0
Cotton,40.34,29.79,100.35,51.46,0
Wheat,34.42,27.76,272.71,53.88,1
Maize,57.8,36.33,274.06,42.38,1
Maize,37.12,25.57,91.69,34.98,1
Cotton,56.23,33.47,292.23,52.99,0
Cotton,53.03,29.18,106.64,86.36,1
Wheat,28.35,37.82,186.0,51.76,0
Rice,22.47,33.38,167.0,79.67,1
Wheat,25.91,37.17,156.6,32.44,1
Cotton,27.25,18.92,254.23,47.1,0
Rice,43.34,30.07,106.11,76.35,1
Wheat,21.71,18.85,271.56,73.22,1
Soybean,28.89,20.3,148.27,58.33,1
Rice,41.08,16.48,264.5,57.76,0
Cotton,26.04,25.05,101.73,86.33,1
Rice,44.79,24.35,203.86,47.98,0
Rice,29.14,26.74,68.71,50.02,0
Rice,30.4,21.09,166.11,54.99,0
Rice,44.05,21.36,245.11,89.76,1
Maize,20.28,18.25,33.0,64.77,1
Soybean,55.18,19.56,54.21,52.85,1
Maize,42.64,27.73,172.54,79.24,0
Maize,12.79,24.14,3.6,60.17,0
Rice,14.46,17.98,291.03,41.17,1
Rice,38.61,22.55,85.31,57.58,1
Cotton,37.83,32.72,85.75,33.32,1
Maize,39.95,27.55,124.12,56.84,0
Wheat,14.93,30.29,149.09,32.96,0
Wheat,41.0,30.69,143.84,59.2,1
Maize,54.58,34.21,106.97,66.21,0
Maize,25.28,15.5,12.2,36.56,0
Cotton,17.57,38.74,6.43,34.96,1
Wheat,58.07,39.07,135.12,56.52,1
Rice,54.3,34.76,196.02,84.65,1
Cotton,42.82,31.05,120.93,73.62,1
Maize,52.14,24.83,163.23,44.85,1
Rice,12.95,28.89,75.56,61.91,1
Rice,12.48,35.86,117.81,80.61,0
Wheat,29.62,24.93,223.15,44.8,0
Cotton,24.66,29.79,48.59,32.62,1
Wheat,29.18,30.81,224.83,53.34,1
Maize,13.9,36.22,93.88,37.72,1
Maize,48.75,34.08,33.13,61.62,1
Soybean,20.25,38.89,120.93,54.38,1
Soybean,32.65,19.84,271.77,57.29,0
Rice,28.81,29.72,128.81,63.65,1
Rice,11.36,28.21,285.76,65.34,1
Wheat,55.19,33.71,179.36,63.8,1
Rice,15.93,21.02,9.21,42.45,0
Wheat,18.02,22.65,1.19,34.3,1
Wheat,13.84,32.32,39.71,38.73,1
Maize,55.98,20.06,176.49,48.41,0
Soybean,27.26,37.51,160.86,56.4,0
Wheat,26.55,21.07,264.47,72.0,1
Maize,29.23,22.02,34.2,83.73,0
Cotton,28.97,17.78,225.78,55.76,1
Rice,56.18,28.29,39.11,60.77,1
Cotton,45.2,20.44,241.52,42.68,1
Maize,46.37,37.9,149.57,62.22,0
Maize,48.96,35.34,239.19,38.29,1
Cotton,23.44,17.97,113.77,78.49,0
Soybean,35.23,34.37,21.67,70.78,1
Wheat,36.38,18.69,172.76,56.45,1
Maize,22.13,22.33,267.75,66.81,0
Rice,21.29,30.81,66.51,58.95,0
Wheat,20.36,35.7,36.61,46.8,0
Wheat,46.23,28.06,52.97,85.5,0
Maize,13.27,17.11,222.82,75.76,0
Rice,48.28,19.34,0.72,66.04,0
Maize,32.91,38.37,66.76,74.19,0
Soybean,33.86,35.63,244.55,52.06,1
Rice,53.93,22.8,115.37,31.21,1
Cotton,40.57,26.74,106.62,89.75,0
Rice,11.33,15.75,78.27,43.1,0
Rice,35.24,23.94,109.91,30.03,1
Wheat,47.83,30.05,276.4,67.11,1
Wheat,44.26,36.29,6.81,58.59,1
Soybean,48.12,21.84,267.1,85.44,1
Rice,32.24,26.21,16.99,48.79,0
Cotton,58.26,21.6,42.71,48.45,0
Maize,14.6,32.14,61.18,36.98,0
Rice,16.33,22.08,137.09,51.91,0
Cotton,16.27,30.94,129.65,57.41,0
Wheat,29.29,38.47,32.45,70.06,0
Maize,39.5,28.07,275.82,59.73,0
Wheat,28.07,35.36,65.63,65.88,0
Rice,37.4,23.13,250.93,38.0,0
Wheat,54.32,37.9,25.41,60.4,0
Maize,31.75,28.83,142.0,61.37,1
Maize,54.81,38.8,153.7,54.08,1
Rice,43.34,30.07,106.11,76.35,1
Rice,11.3,37.96,112.51,59.24,1
Soybean,32.65,19.84,271.77,57.29,0
Cotton,25.68,24.76,256.97,67.85,0
Cotton,16.67,38.78,90.4,76.12,1
Soybean,26.18,33.24,235.78,84.08,0
Rice,45.09,21.27,113.52,40.24,1
Soybean,58.38,29.19,93.62,47.37,1
Rice,47.46,15.32,41.94,37.66,1
Wheat,43.56,23.9,106.94,76.3,0
Maize,53.42,30.28,174.53,52.03,0
Cotton,58.52,38.53,26.09,31.36,1
Soybean,24.09,16.24,10.67,73.5,0
Wheat,40.97,19.0,19.27,40.6,0
Rice,55.45,28.41,213.74,40.55,1
Wheat,12.61,35.4,143.12,52.7,1
Rice,56.18,28.29,39.11,60.77,1
Wheat,53.45,34.53,186.95,36.78,0
Maize,35.01,27.23,60.32,87.36,1
Rice,59.79,19.37,189.12,43.24,1
Maize,29.19,31.4,198.36,84.33,1
Wheat,40.79,35.24,42.63,43.0,1
Wheat,23.41,19.0,291.94,34.99,0
Cotton,35.98,19.42,160.07,55.23,0
Maize,13.45,31.6,48.15,74.87,0
Maize,44.62,24.77,222.63,63.75,1
Wheat,39.82,19.18,112.37,56.32,1
Cotton,56.23,33.47,292.23,52.99,0
Cotton,11.41,17.96,144.84,85.35,1
Cotton,38.8,23.74,3.61,45.31,1
Soybean,51.66,34.03,225.0,72.4,1
Cotton,37.72,26.48,141.2,48.5,0
Rice,49.02,25.06,147.31,55.23,0
Cotton,58.78,25.7,14.51,57.06,1
Wheat,11.06,37.81,215.01,53.69,0
Maize,54.63,33.54,68.01,38.65,0
Wheat,19.43,28.35,287.25,78.42,0
Cotton,25.68,24.76,256.97,67.85,0
Cotton,57.96,26.38,240.62,51.6,0
Rice,16.04,26.08,48.87,44.96,0
Cotton,56.64,32.94,89.63,35.35,0
Maize,55.69,26.08,108.46,66.61,1
Cotton,22.13,33.59,20.73,68.53,0
Wheat,33.05,37.32,295.35,78.01,0
Rice,41.21,19.5,69.28,78.29,1
Cotton,31.6,36.76,241.92,84.88,0
Cotton,47.61,15.36,293.8,73.29,1
Soybean,23.07,22.46,269.4,56.28,0
Cotton,43.39,21.15,82.94,54.91,1
Soybean,54.41,18.43,42.32,56.18,1
Soybean,29.54,30.88,24.39,87.5,1
Wheat,17.1,19.73,49.72,33.53,0
Wheat,20.92,25.41,203.04,64.95,1
Wheat,26.19,27.58,232.05,86.76,0
Rice,57.27,18.98,137.07,70.56,0
Maize,10.05,27.29,176.32,31.46,1
Rice,38.61,22.55,85.31,57.58,1
Wheat,43.56,23.9,106.94,76.3,0
Rice,19.29,21.56,241.16,50.69,0
Soybean,13.87,34.14,55.52,44.63,0
Wheat,52.74,17.99,188.24,79.8,0
Soybean,53.15,38.9,57.78,73.9,0
Soybean,34.08,39.9,109.31,68.48,1
Soybean,38.33,26.45,120.88,35.5,0
Wheat,25.7,24.81,71.19,78.18,1
Maize,20.96,30.2,207.32,52.96,0
Soybean,47.24,18.44,101.94,45.17,0
Rice,21.68,35.55,266.72,56.27,1
Rice,19.18,19.02,62.43,61.22,0
Maize,50.23,33.44,87.0,75.67,1
Wheat,31.28,20.84,236.04,32.69,0
Rice,14.79,16.56,103.52,69.02,0
Soybean,23.7,15.18,256.89,69.75,1
Wheat,41.68,37.23,247.0,63.9,0
Soybean,58.65,27.54,148.0,53.31,0
Rice,18.05,21.81,232.29,81.49,0
Wheat,44.38,19.76,128.09,80.99,1
Soybean,40.73,36.97,288.49,37.13,1
Maize,45.57,38.96,9.0,36.01,1
Maize,59.06,35.1,107.24,83.64,1
Soybean,59.07,33.53,252.49,64.98,0
Rice,14.12,25.79,5.89,45.41,0
Soybean,30.14,31.49,115.06,32.81,0
Wheat,52.51,20.63,56.59,76.5,0
Rice,45.91,32.49,252.23,74.73,0
Wheat,48.37,33.93,272.09,81.65,0
Cotton,28.44,17.46,183.22,52.87,1
Rice,14.46,17.98,291.03,41.17,1
Cotton,16.55,39.84,153.11,82.32,1
Cotton,31.55,35.17,90.11,60.87,1
Rice,27.32,26.27,10.8,41.85,0
Soybean,59.46,17.03,14.72,81.13,1
Rice,24.52,25.28,201.21,35.58,0
Soybean,45.76,19.21,90.9,86.88,1
Wheat,24.64,24.21,296.27,75.6,0
Rice,58.9,39.57,130.11,48.53,0
Soybean,49.83,19.82,144.77,89.36,1
Rice,16.6,28.62,181.97,51.79,1
Soybean,43.41,38.12,76.55,84.4,1
Maize,58.62,20.48,176.97,66.03,1
Soybean,29.89,31.84,106.36,64.37,1
Wheat,18.55,28.29,139.54,57.83,0
Soybean,58.23,35.8,173.95,38.58,1
Cotton,31.93,19.83,299.28,84.99,0
Rice,13.14,35.93,188.02,37.41,1
Cotton,49.46,21.1,39.33,44.12,0
Rice,51.84,15.14,166.47,59.9,0
Maize,22.89,38.52,158.96,47.27,0
Cotton,42.67,22.41,167.58,48.18,1
Rice,55.45,28.41,213.74,40.55,1
Cotton,29.72,20.48,126.87,50.3,0
Maize,11.35,35.8,141.24,63.62,1
Cotton,38.44,38.46,86.33,80.71,1
Cotton,22.26,32.74,110.93,60.69,0
Wheat,25.54,25.89,120.97,67.84,1
Soybean,32.31,37.39,64.13,41.93,1
Wheat,10.75,32.62,86.8,77.25,0
Maize,54.81,38.8,153.7,54.08,1
Wheat,52.51,20.63,56.59,76.5,0
Soybean,42.08,32.75,12.94,31.53,0
Wheat,31.04,37.98,61.05,75.87,1
Soybean,25.3,27.17,38.59,55.16,0
Maize,20.63,39.52,64.05,53.01,0
Wheat,33.74,30.45,195.22,46.07,1
Soybean,10.9,20.88,4.35,64.06,0
Maize,20.17,20.7,298.93,58.34,1
Cotton,23.82,22.69,17.84,59.24,0
Cotton,11.52,32.54,56.91,77.99,0
Rice,34.12,34.82,121.38,32.26,1
Soybean,56.42,23.44,218.25,47.58,1
Cotton,35.08,23.53,136.22,58.29,0
Rice,16.33,22.08,137.09,51.91,0
Cotton,59.13,21.44,156.09,70.4,0
Rice,41.06,26.96,153.84,57.05,1
Wheat,12.35,30.88,177.47,32.77,1
Rice,58.05,34.18,129.69,31.14,1
Rice,50.35,15.62,240.99,74.28,1
Cotton,50.14,22.84,217.4,32.16,1
Wheat,56.47,30.05,136.45,53.22,1
Maize,35.13,24.29,152.86,81.43,0
Cotton,41.28,16.43,216.87,58.35,1
Soybean,40.64,33.91,22.97,32.07,0
Cotton,21.42,26.98,87.54,42.59,0
Cotton,56.9,33.32,250.81,42.15,0
Maize,36.24,23.59,211.86,62.81,0
Cotton,33.59,33.42,107.98,57.98,0
Cotton,17.34,30.36,252.25,35.59,0
Wheat,18.55,28.29,139.54,57.83,0
Soybean,25.36,23.72,42.07,59.59,1
Wheat,30.58,21.62,164.36,40.78,0
Rice,21.68,35.55,266.72,56.27,1
Rice,59.79,19.37,189.12,43.24,1
Wheat,39.21,32.65,230.1,86.1,1
Cotton,26.1,35.63,52.0,88.12,0
Soybean,19.21,34.98,96.3,51.06,0
Rice,20.54,18.44,134.09,45.39,1
Cotton,37.51,22.43,177.38,74.15,1
Cotton,59.18,15.38,103.09,77.01,1
Wheat,10.39,30.91,140.02,76.14,1
Maize,22.6,37.72,44.79,69.62,0
Cotton,46.26,23.66,26.78,85.62,0
Wheat,49.11,16.79,187.78,58.01,0
Cotton,11.41,17.96,144.84,85.35,1
Rice,39.1,31.06,53.25,45.97,0
Soybean,53.69,36.13,122.69,79.56,1
Maize,53.79,23.32,107.27,78.1,1
Rice,58.77,22.6,201.6,74.32,1
Cotton,19.87,28.62,244.8,53.77,0
Soybean,38.7,36.41,64.41,71.64,1
Cotton,11.41,17.96,144.84,85.35,1
Maize,48.75,34.08,33.13,61.62,1
Wheat,14.35,17.22,289.92,74.57,0
Soybean,50.8,18.82,166.45,59.92,1
Cotton,31.04,38.7,191.98,71.54,0
Rice,52.89,21.69,72.41,33.88,0
Rice,44.12,15.47,142.25,30.6,0
Wheat,15.63,39.56,73.05,52.19,0
Soybean,38.49,23.63,14.01,67.36,1
Maize,27.22,32.3,126.55,60.99,0
Cotton,27.58,35.39,3.85,42.59,1
Cotton,54.36,38.74,175.84,41.64,1
Soybean,11.37,15.73,51.06,78.65,0
Soybean,43.84,30.25,260.37,56.57,1
Maize,16.68,21.45,168.54,33.21,0
Wheat,52.9,37.75,18.88,68.01,1
Wheat,27.48,25.29,63.46,57.63,0
Wheat,10.19,30.52,184.59,46.01,0
Rice,20.54,18.44,134.09,45.39,1
Maize,31.7,38.81,173.6,30.79,1
Maize,25.02,31.18,274.76,65.49,1
Cotton,15.08,26.29,115.05,36.15,0
Maize,43.65,33.79,253.47,48.93,0
Maize,36.24,23.59,211.86,62.81,0
Wheat,26.64,38.27,149.14,86.66,1
Rice,53.32,28.13,95.33,70.76,1
Wheat,53.55,32.7,94.52,62.58,0
Maize,30.29,24.97,241.47,37.5,1
Rice,18.12,27.39,287.63,82.85,1
Rice,34.64,20.24,52.57,32.83,1
Rice,59.02,18.93,258.68,38.59,0
Rice,24.01,21.7,59.63,42.36,1
Maize,49.85,29.07,187.07,37.96,0
Soybean,36.22,35.18,216.93,80.68,1
Rice,57.27,18.98,137.07,70.56,0
Wheat,47.08,21.05,173.26,46.22,1
Wheat,11.32,17.71,179.96,59.02,0
Cotton,38.06,33.6,261.3,35.27,0
Soybean,43.17,19.42,237.69,60.18,1
Soybean,13.87,34.14,55.52,44.63,0
Cotton,43.02,16.15,30.65,64.46,1
Rice,12.89,39.63,30.96,51.23,1
Wheat,56.85,36.95,33.72,41.08,1
Soybean,17.68,18.09,181.41,63.22,0
Rice,28.44,30.97,215.89,78.19,1
Cotton,44.58,29.02,118.29,88.4,1
Cotton,42.28,25.36,245.97,84.06,0
Maize,59.71,30.08,194.57,38.79,1
Soybean,18.89,27.59,109.15,71.8,0
Maize,47.12,22.96,156.43,85.54,0
Cotton,52.31,38.93,250.41,40.09,0
Rice,56.88,38.78,75.84,59.85,0
Soybean,32.0,16.36,60.14,86.2,0
Rice,36.11,27.62,150.59,52.41,1
Rice,16.13,35.51,255.52,85.76,1
Cotton,17.78,38.26,297.0,58.11,1
Soybean,59.63,29.23,270.22,84.51,1
Maize,38.2,25.95,73.17,70.88,1
Soybean,53.02,17.26,254.15,72.73,1
Soybean,47.83,25.12,210.96,68.52,1
Rice,54.78,27.3,97.84,61.61,0
Soybean,31.79,32.51,56.78,39.24,1
Cotton,18.13,33.93,252.42,83.4,0
Wheat,41.43,28.9,123.12,46.89,1
Rice,24.39,19.54,69.14,36.38,1
Cotton,48.94,23.05,175.93,33.41,1
Rice,44.19,29.95,195.94,59.74,0
Soybean,49.95,21.63,288.95,86.26,0
Soybean,25.36,23.72,42.07,59.59,1
Soybean,60.0,32.06,12.22,32.15,0
Wheat,18.86,15.48,195.78,44.44,0
Soybean,57.94,26.87,294.77,86.55,1
Cotton,43.5,29.39,179.21,69.54,1
Rice,18.81,28.16,215.04,58.72,0
Rice,53.36,19.5,99.82,36.01,0
Soybean,38.82,15.77,88.68,89.97,0
Maize,30.93,35.97,215.04,64.31,1
Rice,10.54,38.48,143.07,81.9,1
Cotton,39.75,23.87,256.1,53.16,1
Rice,11.26,39.9,212.82,85.11,0
Wheat,56.47,30.05,136.45,53.22,1
Soybean,26.38,18.06,125.73,44.2,1
Rice,37.76,39.97,19.55,80.58,1
Maize,55.98,20.06,176.49,48.41,0
Maize,44.48,32.29,16.41,64.7,1
Maize,24.51,17.35,167.38,89.48,1
Maize,42.22,19.28,285.61,47.03,1
Wheat,25.42,19.96,5.3,36.45,1
Maize,24.89,21.74,0.76,37.9,0
Soybean,26.02,27.25,218.84,83.26,0
Rice,54.37,19.87,238.97,52.14,0
Rice,16.04,26.08,48.87,44.96,0
Rice,24.49,30.18,84.93,68.54,1
Rice,25.41,29.85,214.5,76.75,0
Cotton,10.03,22.07,28.93,82.07,1
Wheat,26.55,21.07,264.47,72.0,1
Soybean,19.87,39.84,284.43,67.58,1
Rice,12.4,30.91,59.66,84.75,1
Rice,50.52,18.15,224.69,63.16,0
Wheat,58.93,32.02,68.02,57.28,1
Rice,18.81,30.93,129.91,81.77,1
Soybean,30.71,34.36,221.1,40.44,0
Maize,58.7,28.25,169.93,37.46,1
Rice,27.71,31.75,61.91,86.99,1
Cotton,37.83,32.72,85.75,33.32,1
Soybean,58.23,35.8,173.95,38.58,1
Maize,55.96,29.28,165.95,81.44,1
Soybean,22.26,28.1,159.99,39.87,1
Rice,11.0,37.34,0.99,63.02,0
Maize,44.11,21.04,243.33,82.85,0
Soybean,36.8,17.38,262.54,67.95,1
Cotton,26.01,32.74,34.35,74.76,0
Wheat,26.55,21.07,264.47,72.0,1
Soybean,33.17,36.43,24.51,36.21,0
Cotton,29.83,19.52,112.64,76.59,1
Maize,25.09,26.73,47.62,49.28,0
Soybean,47.24,18.44,101.94,45.17,0
Cotton,55.39,17.92,27.93,72.06,1
Wheat,46.59,28.18,274.06,88.15,1
Rice,22.05,38.21,155.88,74.17,1
Soybean,36.6,19.05,44.33,73.97,1
Cotton,47.61,15.36,293.8,73.29,1
Soybean,54.1,38.73,196.54,85.97,0
Maize,38.72,32.22,45.91,34.91,1
Cotton,15.44,23.82,165.2,81.82,0
Maize,57.8,36.33,274.06,42.38,1
Rice,22.47,33.38,167.0,79.67,1
Soybean,59.25,31.34,273.26,65.87,1
Wheat,34.51,32.94,255.31,78.17,0
Rice,57.34,22.78,62.82,49.26,0
Maize,52.17,36.41,198.08,65.87,0
Maize,32.65,16.12,285.58,67.24,0
Cotton,39.89,18.23,255.01,71.2,0
Maize,56.74,38.33,165.72,85.37,0
Rice,44.27,20.41,218.46,83.58,0
Maize,29.5,23.54,39.19,45.88,0
Cotton,47.44,35.48,30.71,70.09,1
Cotton,24.09,19.53,203.9,47.41,0
Rice,16.8,28.75,137.17,47.26,0
Cotton,16.59,16.27,16.43,33.6,1
Rice,56.15,23.74,180.93,86.95,0
Cotton,24.62,18.63,84.98,73.02,1
Wheat,39.18,39.65,282.48,43.5,0
Rice,27.8,22.8,96.48,55.98,1
Rice,41.95,31.25,21.6,70.29,1
Wheat,46.23,23.87,138.71,49.06,0
Soybean,50.98,27.54,220.55,56.25,1
Wheat,18.55,28.29,139.54,57.83,0
Soybean,21.78,23.36,59.87,68.93,0
Cotton,37.03,27.91,294.68,81.57,1
Wheat,10.19,30.52,184.59,46.01,0
Wheat,59.62,18.18,103.45,58.81,1
Rice,52.86,34.45,270.4,41.05,0
Maize,54.81,38.8,153.7,54.08,1
Wheat,41.23,22.98,255.04,40.46,0
Wheat,54.88,36.56,84.03,38.83,0
Maize,53.67,39.73,269.66,47.32,0
Cotton,34.56,17.43,140.26,83.04,1
Wheat,48.66,26.88,174.1,32.7,1
Wheat,18.43,28.7,138.06,63.87,0
Wheat,55.21,31.95,7.49,75.36,0
Soybean,36.48,38.75,188.82,75.12,1
Rice,15.67,33.1,235.69,81.41,0
Cotton,54.23,31.32,128.21,86.37,1
Maize,44.36,25.41,113.18,30.17,1
Rice,56.18,28.29,39.11,60.77,1
Rice,17.86,28.55,262.92,56.83,0
Maize,11.35,35.8,141.24,63.62,1
Cotton,30.9,22.93,114.11,67.65,1
Soybean,39.97,31.5,152.18,46.16,0
Wheat,18.86,15.48,195.78,44.44,0
Soybean,16.92,16.45,160.7,74.26,0
Cotton,28.27,21.9,213.6,60.69,1
Soybean,49.16,29.81,222.65,48.43,1
Wheat,23.39,20.51,31.3,37.56,0
Rice,57.57,15.02,114.12,43.21,1
Wheat,30.47,26.01,34.81,88.59,0
Maize,34.99,36.56,268.4,48.52,0
Rice,44.08,27.29,245.93,76.03,1
Wheat,58.63,28.12,106.65,75.48,0
Soybean,40.96,22.92,126.37,58.02,0
Maize,32.65,16.12,285.58,67.24,0
Cotton,48.93,34.37,208.8,66.28,0
Wheat,55.58,16.22,66.93,38.65,0
Cotton,24.09,19.53,203.9,47.41,0
Wheat,55.76,16.74,29.84,62.76,0
Wheat,47.49,30.0,146.18,84.92,1
Soybean,19.18,17.16,252.32,34.96,0
Rice,32.7,17.15,143.34,38.58,1
Rice,32.24,26.21,16.99,48.79,0
Rice,34.22,16.58,44.49,68.34,1
Wheat,49.51,19.95,149.87,66.28,0
